ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genre,Country,Language,IMDb,IMDb_ID,RottenTomatoes_Score,Age_Min,IMDb_Score,Type_raw,Genre_clean,Title_key
6548,Division III: Football's Finest,2011,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,18.0,7.0,0,Drama Film,division iii: football's finest
6549,Old Gringo,1989,18+,49/100,0,0,1,0,movie,"adventure film, drama film",United States,English,6.0,tt0098022,49.0,18.0,6.0,0,"Adventure Film, Drama Film",old gringo
6550,Cider with Rosie,2015,18+,49/100,0,0,1,0,movie,biographical film,United Kingdom,English,2.0,tt0169685,49.0,16.0,2.0,0,Biographical Film,cider with rosie
6551,Shark Bait,2006,all,49/100,0,0,1,0,movie,drama film,United Kingdom,English,5.0,tt12550376,49.0,16.0,5.0,0,Drama Film,shark bait
6552,F2: Fun and Frustration,2019,7+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,7.0,7.0,0,Drama Film,f2: fun and frustration
6553,Gallowwalkers,2012,18+,49/100,0,0,1,0,movie,"thriller film, horror film, Western film, action film",United States,English,5.0,tt0829176,49.0,18.0,5.0,0,"Thriller Film, Horror Film, Western Film, Action Film",gallowwalkers
6554,The Climbers,2019,18+,49/100,0,0,1,0,movie,"drama film, adventure film",People's Republic of China,Chinese,5.0,tt9635616,49.0,16.0,5.0,0,"Drama Film, Adventure Film",the climbers
6555,The Gospel of Eureka,2018,18+,49/100,0,0,1,0,movie,"LGBT-related film, documentary film",United States,English,8.0,tt7977310,49.0,16.0,8.0,0,"Lgbt-Related Film, Documentary Film",the gospel of eureka
6556,Blue Juice,1995,18+,49/100,0,0,1,0,movie,"drama film, comedy film",United Kingdom,English,5.1,tt0112537,49.0,18.0,5.1,0,"Drama Film, Comedy Film",blue juice
6557,Venky Mama,2019,13+,49/100,0,0,1,0,movie,comedy drama,India,Telugu,1.0,tt9564774,49.0,13.0,1.0,0,Comedy Drama,venky mama
6558,The Green Glove,1952,18+,49/100,0,0,1,0,movie,"drama film, film noir","France, United States",English,5.0,tt0044673,49.0,16.0,5.0,0,"Drama Film, Film Noir",the green glove
6559,The Last Days of Patton,1986,7+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,7.0,7.0,0,Drama Film,the last days of patton
6560,Lewis Black: Black to the Future,2016,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,lewis black: black to the future
6561,Inmate Zero,2020,16+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,inmate zero
6562,Gary Gulman: In This Economy?,2012,7+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,7.0,7.0,0,Drama Film,gary gulman: in this economy?
6563,"Love, Kennedy",2017,7+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,7.0,7.0,0,Drama Film,"love, kennedy"
6564,Kill Dil,2014,13+,49/100,0,0,1,0,movie,"action film, romance film, romantic comedy",India,Hindi,7.0,tt3380264,49.0,13.0,7.0,0,"Action Film, Romance Film, Romantic Comedy",kill dil
6565,My Dad's Christmas Date,2020,18+,49/100,0,0,1,0,movie,comedy film,United Kingdom,English,7.0,tt11457736,49.0,16.0,7.0,0,Comedy Film,my dad's christmas date
6566,How Awful About Allan,1970,7+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,7.0,7.0,0,Drama Film,how awful about allan
6567,Making Babies,2019,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.1,tt28285666,49.0,16.0,7.1,0,Drama Film,making babies
6568,Lazy Susan,2020,18+,49/100,0,0,1,0,movie,comedy film,United States,English,7.0,tt8633560,49.0,16.0,7.0,0,Comedy Film,lazy susan
6569,Chutney Popcorn,2001,13+,49/100,0,0,1,0,movie,"comedy drama, LGBT-related film",United States,English,8.0,tt0126240,49.0,13.0,8.0,0,"Comedy Drama, Lgbt-Related Film",chutney popcorn
6570,Last Woman on Earth,1960,18+,49/100,0,0,1,0,movie,"science fiction film, horror film, post-apocalyptic film, dystopian film",United States,English,6.0,tt0054017,49.0,16.0,6.0,0,"Science Fiction Film, Horror Film, Post-Apocalyptic Film, Dystopian Film",last woman on earth
6571,Shut Him Down: The Rise of Jordan Peterson,2018,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,shut him down: the rise of jordan peterson
6572,Evel Knievel,1971,18+,49/100,0,0,1,0,movie,"action film, biographical film, thriller film",United States,English,4.0,tt0067069,49.0,16.0,4.0,0,"Action Film, Biographical Film, Thriller Film",evel knievel
6573,Milton's Secret,2016,7+,49/100,0,0,1,0,movie,"drama film, family film",Canada,English,10.0,tt2806390,49.0,7.0,10.0,0,"Drama Film, Family Film",milton's secret
6574,Silent Trigger,1996,18+,49/100,0,0,1,0,movie,action film,"United Kingdom, Italy, United States",English,7.0,tt0117653,49.0,18.0,7.0,0,Action Film,silent trigger
6575,The Condemned 2,2015,18+,49/100,0,0,1,0,movie,action film,United States,English,3.0,tt4151192,49.0,18.0,3.0,0,Action Film,the condemned 2
6576,A Dog Barking at the Moon,2019,18+,49/100,0,0,1,0,movie,"drama film, LGBT-related film",People's Republic of China,Mandarin,8.0,tt9674226,49.0,16.0,8.0,0,"Drama Film, Lgbt-Related Film",a dog barking at the moon
6577,A Child's Christmas in Wales,1987,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,a child's christmas in wales
6578,You Belong to Me,2007,18+,49/100,0,0,1,0,movie,drama film,United States,English,6.0,tt0026013,49.0,16.0,6.0,0,Drama Film,you belong to me
6579,Cowboy Up,2002,13+,49/100,0,0,1,0,movie,drama film,United States,English,5.6,tt0186202,49.0,13.0,5.6,0,Drama Film,cowboy up
6580,The Zero Boys,1986,18+,49/100,0,0,1,0,movie,horror film,United States,English,6.0,tt0092288,49.0,18.0,6.0,0,Horror Film,the zero boys
6581,The Foreigner,2003,18+,49/100,0,0,1,0,movie,"action film, thriller film, drama film",United States,English,3.4,tt0312700,49.0,18.0,3.4,0,"Action Film, Thriller Film, Drama Film",the foreigner
6582,The Sci-Fi Boys,2006,18+,49/100,0,0,1,0,movie,documentary film,United States,English,7.0,tt0800191,49.0,16.0,7.0,0,Documentary Film,the sci-fi boys
6583,The Gospel of Mark,2015,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,the gospel of mark
6584,Love & Coffee,2016,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,love & coffee
6585,Sinbad: Where U Been?,2010,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,sinbad: where u been?
6586,Dawn Rider,2012,18+,49/100,0,0,1,0,movie,Western film,"Canada, United States",English,5.0,tt2014202,49.0,18.0,5.0,0,Western Film,dawn rider
6587,The Mystery of the Sphinx,1993,7+,49/100,0,0,1,0,movie,documentary film,United States,English,7.1,tt0316293,49.0,7.0,7.1,0,Documentary Film,the mystery of the sphinx
6588,All Roads Lead Home,2008,7+,49/100,0,0,1,0,movie,drama film,United States,English,9.0,tt0821810,49.0,7.0,9.0,0,Drama Film,all roads lead home
6589,Boynton Beach Club,2005,18+,49/100,0,0,1,0,movie,romantic comedy,United States,English,6.0,tt0439478,49.0,18.0,6.0,0,Romantic Comedy,boynton beach club
6590,Chicago Overcoat,2009,18+,49/100,0,0,1,0,movie,crime film,United States,English,7.0,tt1085382,49.0,18.0,7.0,0,Crime Film,chicago overcoat
6591,Dummy,2008,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,dummy
6592,Don't Let Them In,2020,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,don't let them in
6593,Slappy and the Stinkers,1998,7+,49/100,0,0,1,0,movie,comedy film,United States,English,3.0,tt0120213,49.0,7.0,3.0,0,Comedy Film,slappy and the stinkers
6594,Kidnapped: The Hannah Anderson Story,2015,16+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,kidnapped: the hannah anderson story
6595,Paper Mask,1990,18+,49/100,0,0,1,0,movie,drama film,United Kingdom,English,8.0,tt0100330,49.0,18.0,8.0,0,Drama Film,paper mask
6596,The Son of Monte Cristo,1940,18+,49/100,0,0,1,0,movie,"swashbuckler film, adventure film, drama film",United States,English,7.0,tt0033076,49.0,16.0,7.0,0,"Swashbuckler Film, Adventure Film, Drama Film",the son of monte cristo
6597,Venus and Serena,2012,13+,49/100,0,0,1,0,movie,documentary film,United States,English,8.0,tt2376024,49.0,13.0,8.0,0,Documentary Film,venus and serena
6598,Santa Who?,2000,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,santa who?
6599,Life in Color,2015,18+,49/100,0,0,1,0,movie,"independent film, drama film",United States,English,9.0,tt4071498,49.0,16.0,9.0,0,"Independent Film, Drama Film",life in color
6600,Speckles: The Tarbosaurus,2012,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,49.0,16.0,7.0,0,Drama Film,speckles: the tarbosaurus
6601,Big Sonia,2017,18+,49/100,0,0,1,0,movie,documentary,United States,English,10.0,tt3531176,49.0,16.0,10.0,0,Documentary,big sonia
6602,Hate Crime,2006,18+,49/100,0,0,1,0,movie,"crime film, drama film, LGBT-related film, thriller film",United States,English,10.0,tt0415833,49.0,18.0,10.0,0,"Crime Film, Drama Film, Lgbt-Related Film, Thriller Film",hate crime
6603,Love Games,2016,18+,49/100,0,0,1,0,movie,"sex comedy, comedy film","Italy, Spain",Italian,4.3,tt0078267,49.0,16.0,4.3,0,"Sex Comedy, Comedy Film",love games
6604,Chandigarh Amritsar Chandigarh,2019,18+,49/100,0,0,1,0,movie,romantic comedy,India,Punjabi,3.0,tt10084190,49.0,16.0,3.0,0,Romantic Comedy,chandigarh amritsar chandigarh
6605,Sniper: Special Ops,2016,18+,49/100,0,0,1,0,movie,"war film, action film",United States,English,3.0,tt5344794,49.0,18.0,3.0,0,"War Film, Action Film",sniper: special ops
6606,The Perfect Stranger,2005,all,49/100,0,0,1,0,movie,drama film,United States,English,6.8,tt0466923,49.0,16.0,6.8,0,Drama Film,the perfect stranger
6607,The Time of Your Life,1948,18+,49/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0040884,49.0,16.0,7.0,0,Drama Film,the time of your life
6608,Derrida,2002,18+,49/100,0,0,1,0,movie,documentary film,United States,English,6.5,tt0303326,49.0,16.0,6.5,0,Documentary Film,derrida
6609,Somebody's Hero,2012,18+,49/100,0,0,1,0,movie,superhero film,United States,English,8.0,tt1504489,49.0,16.0,8.0,0,Superhero Film,somebody's hero
6610,Muffin Top: A Love Story,2014,18+,49/100,0,0,1,0,movie,romantic comedy,United States,English,10.0,tt2369600,49.0,18.0,10.0,0,Romantic Comedy,muffin top: a love story
6611,Six Weeks,1982,7+,49/100,0,0,1,0,movie,"drama film, Christmas film",United States,English,8.0,tt0084691,49.0,7.0,8.0,0,"Drama Film, Christmas Film",six weeks
6612,Psycho Bettys from Planet Pussycat,2011,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,psycho bettys from planet pussycat
6613,Never Too Late,2020,16+,48/100,0,0,1,0,movie,comedy drama,Canada,English,7.0,tt0119775,48.0,16.0,7.0,0,Comedy Drama,never too late
6614,Hum Aapke Dil Mein Rehte Hain,1999,18+,48/100,0,0,1,0,movie,romance film,India,Hindi,9.0,tt0189592,48.0,16.0,9.0,0,Romance Film,hum aapke dil mein rehte hain
6615,Invisible Ghost,1941,18+,48/100,0,0,1,0,movie,horror film,United States,English,6.0,tt0033760,48.0,16.0,6.0,0,Horror Film,invisible ghost
6616,Popi,1969,all,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,popi
6617,The Mouse on the Moon,1963,18+,48/100,0,0,1,0,movie,"science fiction film, comedy film, film based on a novel",United Kingdom,English,9.0,tt0057328,48.0,16.0,9.0,0,"Science Fiction Film, Comedy Film, Film Based On A Novel",the mouse on the moon
6618,Sweet Karma,2009,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,sweet karma
6619,The Grief Tourist,2013,18+,48/100,0,0,1,0,movie,LGBT-related film,United States,English,8.0,tt1719068,48.0,18.0,8.0,0,Lgbt-Related Film,the grief tourist
6620,New Life,2016,7+,48/100,0,0,1,0,movie,romantic comedy,United States,English,8.0,tt0095726,48.0,7.0,8.0,0,Romantic Comedy,new life
6621,Alley Cat,1984,18+,48/100,0,0,1,0,movie,"action film, martial arts film",United States,English,7.0,tt0083541,48.0,18.0,7.0,0,"Action Film, Martial Arts Film",alley cat
6622,Exit Speed,2008,18+,48/100,0,0,1,0,movie,"action film, thriller film, drama film",United States,English,8.0,tt1042497,48.0,18.0,8.0,0,"Action Film, Thriller Film, Drama Film",exit speed
6623,Street Dogs of South Central,2013,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,street dogs of south central
6624,Rent-a-Cop,1987,18+,48/100,0,0,1,0,movie,"action film, comedy film, crime film",United States,English,5.0,tt0095977,48.0,18.0,5.0,0,"Action Film, Comedy Film, Crime Film",rent-a-cop
6625,David Cross: Oh Come On,2019,18+,48/100,0,0,1,0,movie,drama film,United States,English,5.0,tt9547338,48.0,18.0,5.0,0,Drama Film,david cross: oh come on
6626,Tapped Out,2014,18+,48/100,0,0,1,0,movie,"action film, drama film",Canada,English,5.3,tt2361184,48.0,18.0,5.3,0,"Action Film, Drama Film",tapped out
6627,Steve-O: Guilty as Charged,2016,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,steve-o: guilty as charged
6628,Jim Breuer: And Laughter for All,2013,7+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,7.0,7.0,0,Drama Film,jim breuer: and laughter for all
6629,Duress,2009,18+,48/100,0,0,1,0,movie,thriller film,United States,English,6.0,tt1308109,48.0,18.0,6.0,0,Thriller Film,duress
6630,Playback,2012,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,playback
6631,Prince Among Slaves,2008,7+,48/100,0,0,1,0,movie,drama film,United States,English,9.0,tt0852992,48.0,7.0,9.0,0,Drama Film,prince among slaves
6632,Ekkadiki Pothavu Chinnavada,2016,18+,48/100,0,0,1,0,movie,fantasy film,India,Telugu,7.0,tt6258486,48.0,16.0,7.0,0,Fantasy Film,ekkadiki pothavu chinnavada
6633,Beneath The Leaves,2019,18+,48/100,0,0,1,0,movie,thriller film,United States,English,5.0,tt4574654,48.0,18.0,5.0,0,Thriller Film,beneath the leaves
6634,Halloween Party,2019,16+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,halloween party
6635,Savage X Fenty Show Vol. 2,2020,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,savage x fenty show vol. 2
6636,Ticker,2001,18+,48/100,0,0,1,0,movie,"action film, thriller film",United States,English,5.0,tt0196158,48.0,18.0,5.0,0,"Action Film, Thriller Film",ticker
6637,The In Crowd,2000,13+,48/100,0,0,1,0,movie,teen film,United States,English,4.7,tt0163676,48.0,13.0,4.7,0,Teen Film,the in crowd
6638,Black Jack Pershing: Love and War,2017,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,black jack pershing: love and war
6639,Kinshasa Makambo,2018,18+,48/100,0,0,1,0,movie,documentary film,United States,English,6.5,tt8019290,48.0,16.0,6.5,0,Documentary Film,kinshasa makambo
6640,The Color of Time,2012,18+,48/100,0,0,1,0,movie,"biographical film, drama film",United States,English,1.0,tt2133333,48.0,18.0,1.0,0,"Biographical Film, Drama Film",the color of time
6641,Disco Godfather,1979,18+,48/100,0,0,1,0,movie,"blaxploitation film, horror film, action film",United States,English,5.2,tt0074412,48.0,18.0,5.2,0,"Blaxploitation Film, Horror Film, Action Film",disco godfather
6642,Marilyn Monroe: Beyond the Legend,1987,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.5,tt0163735,48.0,16.0,7.5,0,Drama Film,marilyn monroe: beyond the legend
6643,The Deflowering of Eva van End,2012,18+,48/100,0,0,1,0,movie,tragicomedy,Netherlands,Dutch,9.0,tt2323264,48.0,18.0,9.0,0,Tragicomedy,the deflowering of eva van end
6644,We'll Never Have Paris,2014,18+,48/100,0,0,1,0,movie,romantic comedy,United States,English,6.0,tt3079016,48.0,18.0,6.0,0,Romantic Comedy,we'll never have paris
6645,For the Emperor,2014,18+,48/100,0,0,1,0,movie,"film noir, action film",South Korea,Korean,2.0,tt4136696,48.0,16.0,2.0,0,"Film Noir, Action Film",for the emperor
6646,The Philly Kid,2012,18+,48/100,0,0,1,0,movie,"action film, drama film, boxing film",United States,English,5.6,tt1937506,48.0,18.0,5.6,0,"Action Film, Drama Film, Boxing Film",the philly kid
6647,Netherbeast Incorporated,2007,13+,48/100,0,0,1,0,movie,comedy horror,United States,English,7.0,tt0787495,48.0,13.0,7.0,0,Comedy Horror,netherbeast incorporated
6648,Born to Win,1971,18+,48/100,0,0,1,0,movie,comedy drama,United States,English,7.0,tt0066856,48.0,18.0,7.0,0,Comedy Drama,born to win
6649,The Science Of Fasting,2013,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,the science of fasting
6650,Sisters of War,2010,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,sisters of war
6651,Killer Sofa,2019,18+,48/100,0,0,1,0,movie,drama film,New Zealand,English,8.0,tt7133754,48.0,16.0,8.0,0,Drama Film,killer sofa
6652,Aida's Secrets,2016,18+,48/100,0,0,1,0,movie,documentary film,"Israel, United States, Germany",English,10.0,tt5706568,48.0,16.0,10.0,0,Documentary Film,aida's secrets
6653,What the Waters Left Behind,2017,18+,48/100,0,0,1,0,movie,horror film,Argentina,Spanish,3.0,tt6332764,48.0,16.0,3.0,0,Horror Film,what the waters left behind
6654,Brad Williams: Daddy Issues,2016,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,brad williams: daddy issues
6655,Bad Seed,2000,18+,48/100,0,0,1,0,movie,"film noir, drama film, horror film",United States,English,7.4,tt0048977,48.0,18.0,7.4,0,"Film Noir, Drama Film, Horror Film",bad seed
6656,Casey's Shadow,1978,7+,48/100,0,0,1,0,movie,"adventure film, drama film",United States,English,2.0,tt0077303,48.0,7.0,2.0,0,"Adventure Film, Drama Film",casey's shadow
6657,Redwood Highway,2013,13+,48/100,0,0,1,0,movie,independent film,"United Kingdom, United States",English,10.0,tt2515164,48.0,13.0,10.0,0,Independent Film,redwood highway
6658,Ente Ummante Peru,2018,18+,48/100,0,0,1,0,movie,action film,India,Malayalam,7.0,tt9118870,48.0,16.0,7.0,0,Action Film,ente ummante peru
6659,Stalked by My Doctor: The Return,2016,16+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,stalked by my doctor: the return
6660,Halal Love Story,2020,18+,48/100,0,0,1,0,movie,comedy film,India,Malayalam,6.1,tt11112338,48.0,16.0,6.1,0,Comedy Film,halal love story
6661,Srinivasa Kalyanam,2018,18+,48/100,0,0,1,0,movie,drama film,India,Telugu,5.0,tt8066574,48.0,16.0,5.0,0,Drama Film,srinivasa kalyanam
6662,She's In Portland,2020,18+,48/100,0,0,1,0,movie,drama film,United States,English,8.0,tt7174660,48.0,18.0,8.0,0,Drama Film,she's in portland
6663,Corporate,2017,13+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,13.0,7.0,0,Drama Film,corporate
6664,Kickboxer 3: The Art of War,1992,18+,48/100,0,0,1,0,movie,"martial arts film, action film",United States,English,4.2,tt0104609,48.0,18.0,4.2,0,"Martial Arts Film, Action Film",kickboxer 3: the art of war
6665,Threshold,1981,7+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,7.0,7.0,0,Drama Film,threshold
6666,You Are My Sunshine,2005,all,48/100,0,0,1,0,movie,"drama film, romance film, LGBT-related film",United Kingdom,English,1.0,tt7161712,48.0,16.0,1.0,0,"Drama Film, Romance Film, Lgbt-Related Film",you are my sunshine
6667,Getting to Know You,2020,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,getting to know you
6668,Richard Pryor: Icon,2014,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,richard pryor: icon
6669,The Green Promise,1949,18+,48/100,0,0,1,0,movie,drama film,United States,English,6.5,tt0041431,48.0,16.0,6.5,0,Drama Film,the green promise
6670,Stalked by My Neighbor,2015,16+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,stalked by my neighbor
6671,730,2015,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,730
6672,Once is Enough,2020,7+,48/100,0,0,1,0,movie,comedy film,France,French,5.5,tt0170029,48.0,7.0,5.5,0,Comedy Film,once is enough
6673,Carolina Skeletons,1991,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,carolina skeletons
6674,Vijay,1988,7+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,7.0,7.0,0,Drama Film,vijay
6675,Sri Rama Rajyam,2011,18+,48/100,0,0,1,0,movie,drama film,India,Telugu,10.0,tt1783377,48.0,16.0,10.0,0,Drama Film,sri rama rajyam
6676,My Pal Trigger,1946,18+,48/100,0,0,1,0,movie,Western film,United States,English,6.4,tt0038764,48.0,16.0,6.4,0,Western Film,my pal trigger
6677,Crime Insiders,2007,18+,48/100,0,0,1,0,movie,drama film,France,French,5.0,tt0487504,48.0,18.0,5.0,0,Drama Film,crime insiders
6678,Jim Breuer: Let's Clear the Air,2009,18+,48/100,0,0,1,0,movie,drama film,United States,English,10.0,tt1659208,48.0,16.0,10.0,0,Drama Film,jim breuer: let's clear the air
6679,Thomas & Friends: King of the Railway,2013,all,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,thomas & friends: king of the railway
6680,Something to Sing About,1937,18+,48/100,0,0,1,0,movie,"musical film, comedy film",United States,English,6.2,tt0029588,48.0,16.0,6.2,0,"Musical Film, Comedy Film",something to sing about
6681,Spark: A Space Tail,2016,7+,48/100,0,0,1,0,movie,"science fiction film, adventure film, comedy film, fantasy film","Canada, South Korea, United States",English,3.0,tt3228088,48.0,7.0,3.0,0,"Science Fiction Film, Adventure Film, Comedy Film, Fantasy Film",spark: a space tail
6682,Con Man,2018,18+,48/100,0,0,1,0,movie,drama film,United States,English,4.7,tt6675400,48.0,16.0,4.7,0,Drama Film,con man
6683,It's So Easy and Other Lies,2016,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,18.0,7.0,0,Drama Film,it's so easy and other lies
6684,My Normal,2010,18+,48/100,0,0,1,0,movie,drama film,United States,English,1.0,tt1117983,48.0,16.0,1.0,0,Drama Film,my normal
6685,Dinosaur Island,2014,7+,48/100,0,0,1,0,movie,"family film, adventure film",Australia,English,4.0,tt3261302,48.0,7.0,4.0,0,"Family Film, Adventure Film",dinosaur island
6686,"Papita, maní, tostón",2013,18+,48/100,0,0,1,0,movie,drama film,Venezuela,Spanish,10.0,tt2383662,48.0,16.0,10.0,0,Drama Film,"papita, maní, tostón"
6687,Past Midnight,1991,18+,48/100,0,0,1,0,movie,"neo-noir, mystery film",United States,English,4.0,tt0105108,48.0,18.0,4.0,0,"Neo-Noir, Mystery Film",past midnight
6688,An American Carol,2008,13+,48/100,0,0,1,0,movie,"comedy film, parody film, Christmas film, film based on literature",United States,English,1.0,tt1190617,48.0,13.0,1.0,0,"Comedy Film, Parody Film, Christmas Film, Film Based On Literature",an american carol
6689,No Clue,2014,18+,48/100,0,0,1,0,movie,"crime film, mystery film",Canada,English,8.0,tt2450334,48.0,16.0,8.0,0,"Crime Film, Mystery Film",no clue
6690,Red Woods,2021,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,red woods
6691,Cell 213,2011,18+,48/100,0,0,1,0,movie,horror film,Canada,English,2.0,tt1288636,48.0,18.0,2.0,0,Horror Film,cell 213
6692,My Santa,2013,7+,48/100,0,0,1,0,movie,drama film,India,Malayalam,10.0,tt10912532,48.0,7.0,10.0,0,Drama Film,my santa
6693,Dr. Goldfoot and the Girl Bombs,1966,18+,48/100,0,0,1,0,movie,"science fiction comedy, parody film","United States, Italy",Italian,5.0,tt0061014,48.0,18.0,5.0,0,"Science Fiction Comedy, Parody Film",dr. goldfoot and the girl bombs
6694,Xchange,2001,18+,48/100,0,0,1,0,movie,science fiction film,Canada,English,5.0,tt0242150,48.0,18.0,5.0,0,Science Fiction Film,xchange
6695,Tell Your Children,1936,7+,48/100,0,0,1,0,movie,"exploitation film, drama film, propaganda film, crime film",United States,English,3.8,tt0028346,48.0,7.0,3.8,0,"Exploitation Film, Drama Film, Propaganda Film, Crime Film",tell your children
6696,Paris by Night,2012,7+,48/100,0,0,1,0,movie,drama film,United Kingdom,English,8.0,tt0095823,48.0,7.0,8.0,0,Drama Film,paris by night
6697,The Haunting of Sharon Tate,2019,18+,48/100,0,0,1,0,movie,horror film,"United States, Mexico",English,3.0,tt7976208,48.0,18.0,3.0,0,Horror Film,the haunting of sharon tate
6698,Lake Effects,2012,18+,48/100,0,0,1,0,movie,comedy film,United States,English,6.0,tt1699498,48.0,16.0,6.0,0,Comedy Film,lake effects
6699,The Lift,2021,18+,48/100,0,0,1,0,movie,"horror film, science fiction film, black comedy film",Netherlands,Dutch,6.0,tt0087622,48.0,16.0,6.0,0,"Horror Film, Science Fiction Film, Black Comedy Film",the lift
6700,The Gospel of Luke,2015,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,the gospel of luke
6701,Bhaji on the Beach,1993,18+,48/100,0,0,1,0,movie,comedy drama,United Kingdom,English,1.0,tt0106408,48.0,18.0,1.0,0,Comedy Drama,bhaji on the beach
6702,Steep,2007,7+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,7.0,7.0,0,Drama Film,steep
6703,An Affair,1998,18+,48/100,0,0,1,0,movie,"romance film, erotic film, drama film",South Korea,Korean,6.8,tt0239510,48.0,16.0,6.8,0,"Romance Film, Erotic Film, Drama Film",an affair
6704,Road Less Traveled,2017,18+,48/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,48.0,16.0,7.0,0,Drama Film,road less traveled
6705,Bad Hurt,2016,18+,48/100,0,0,1,0,movie,drama film,United States,English,8.0,tt3369350,48.0,16.0,8.0,0,Drama Film,bad hurt
